date,social_source,message,impressions,reach,saved,likes,comments,shares,plays,profile_visits
2024-02-19T17:56:16+0000,insta_post,Come spend a morning at the studio with us. ☕️🎨 It begins with a hearty breakfast and a steaming cup of inspiration.,,24710,27,436,4,20,26045,
2024-02-14T17:53:09+0000,insta_post,Look closely at our art and you’ll see love everywhere 💕  Happy Valentine’s Day from our hearts to yours!,18555,18252,56,824,12,9,,176
2024-02-13T16:41:23+0000,insta_post,Explore the enchanting tiny world of Jean Pierre Weill’s Mini Collection - the perfect gift for your beloved ones! 💖 Discover more at jeanpierreweill.com ✨,,31891,149,846,13,74,34596,
2024-02-12T18:47:34+0000,insta_post,Let the sounds of Venice serenade your soul 🎶💖 Dive into the romance of ‘Venice in Love’ – where every brushstroke whispers tales of passion and tranquility. Explore the enchantment at jeanpierreweill.com and let your heart drift along the canals. 🌊✨,,61286,974,4626,67,745,67117,
2024-02-08T20:25:20+0000,insta_post,"Share the love to support local artists like us. ✨🙌🏼

Every like, share, and comment fuels our passion to keep creating magic. Thank you for being part of our journey! 💖",,89813,864,6383,84,381,91794,
2024-02-07T18:26:28+0000,insta_post,"We’re so excited to share this new piece with you of the Cave of Machpelah, now available in a petite size! Explore more at jeanpierreweill.com ✨",,36878,277,1496,26,169,41182,
2024-02-05T21:49:19+0000,insta_post,Brushing off those Monday blues with a splash of creativity at the art studio! 🎨💙,,26221,115,715,21,44,28359,
2024-01-31T17:13:56+0000,insta_post,"Did you catch yesterday’s Q&A session on our stories? 🤔💬 Check out our Q&A highlight to see them all.

If you have more questions, run to our stories and ask them before the option is gone!",14687,14023,5,197,0,1,,143
2024-01-30T18:25:29+0000,insta_post,Hello everyone! What’s next to your coffee today? ☕ 🖌️,,45695,273,2351,51,194,47512,
2024-01-29T16:42:32+0000,insta_post,Come with me and you’ll be in a world of pure imagination! 🎶🎨🖌️,,46896,379,1832,34,153,49912,
2024-01-25T19:20:54+0000,insta_post,"Fun, fun, fun at the art studio. ✨🎨

Did you know we have a Mini Collection full of incredible designs? Check it out at jeanpierreweill.com 🛒",,32351,132,637,10,32,34191,
2024-01-24T18:11:37+0000,insta_post,"This Valentine’s Day, gift your loved one the timeless beauty of art. Discover unique pieces at jeanpierreweill.com with worldwide shipping! 💕🎨✨",17093,14026,63,459,4,16,,146
2024-01-23T16:39:56+0000,insta_post,"Imagine your favorite Petite Collection masterpiece taking center stage in your space, but 4X larger! 😍 

✈️ Free expedited worldwide shipping.",,64422,311,2707,49,108,64686,
2024-01-17T18:21:49+0000,insta_post,"Dive into the enchanting details of Cafe d’artistes, where magic resides in every sip of coffee, every shared dance step, and every whispered idea.

Inspired by Van Gogh’s starlit nights and the love-filled dance of Renoir’s Bougival. ✨☕💃",36652,31331,321,2424,55,86,,536
2024-01-16T20:50:58+0000,insta_post,Where the magic happens 🎨✨,,38045,164,1501,30,80,37579,
2024-01-15T21:15:49+0000,insta_post,"Dive into the enchantment of ‘Milk and Honey’ 🎨✨ 

Do you ever wonder what Jerusalem - Ir Shalem, the City of Peace, holds in her heart?

 🕊️🍯 Uncover the magic as hints of the Holy Land’s seven species come to life, revealing the abundant bounty within the brushstrokes. Can you spot them all? 🧐",,50535,582,3600,96,513,57183,
2024-01-10T19:05:15+0000,insta_post,"🎉 Giveaway is closed! 🎨

We have a winner! Congratulations @mirrorunderthestars ✨",36875,34530,92,1142,917,123,,678
2024-01-09T19:49:36+0000,insta_post,"We’re all about family and connection at our studio. ❤️ If this sounds up your alley, follow along!",,964174,8956,82793,266,4595,1004943,
2024-01-08T21:48:43+0000,insta_post,"Our petite “NY Jazz”  blossoms in its largest form at the studio! 🎨✨ 

Want a closer look? Let me know in the comments!",,48325,220,2534,52,92,52657,
2024-01-04T18:40:23+0000,insta_post,Meet our littlest Picasso-in-training! 👧🖌️ Our adorable helper is busy bringing her own creativity to brighten up our family studio. ☀️,15077,12759,15,369,6,1,,169
2024-01-03T22:21:58+0000,insta_post,"If you’re here it’s because you love creating or you appreciate watching creativity! 🎨 ❤️ 

Drop an emoji or introduce yourself in the comments, let’s form a tribe of artistic souls. 🤝",,43358,106,1319,236,27,43022,
2024-01-02T17:59:51+0000,insta_post,"You asked us for slower and more details. Here you go! Step into the sacred circle of the 10th man. 🖼️🎨

Here’s the twist – spot your reflection and become the one to complete the quorum!✨",,59091,549,3359,89,446,64887,
2023-12-28T15:08:37+0000,insta_post,"2023 has been an incredible artistic journey – each piece, every moment, a canvas of memories. 🎨✨ 

Thank you for being a part of our creative tapestry! We wish you a Happy New Year filled with inspiration and artful joy. ❤️ 

Stay tuned next week, we’re dropping a little something for you~ (🤫 it’s a giveaway.)",,5807337,34568,343742,2445,36303,5818617,
2023-12-26T20:20:04+0000,insta_post,"Introducing the star of 2023! 🌟 The Kotel piece from the Petite Grand Collection.

This painting speaks volumes about our shared history, unity, and the essence of Oneness. As ‘Hear O Israel’ dances in the heavens, it’s a powerful reminder of our connectedness. 

Shop on jeanpierreweill.com 🛒",,120366,1074,7005,95,627,123976,
2023-12-20T20:14:42+0000,insta_post,"Firstly, we’d like to thank each and every one of you for following along! 🙏 

We still have two live sales - the biggest of the year. 

Sale 1: Take 10% off the Mini collection, 20% off the Petite and Classique collections! 🌟 It’s automatically applied at checkout.

Sale 2: Take 40% off Gallery edition art pieces using code LIGHT2023. 🎁✨ 

These discounts are painting their way out by December 31st! 🗓️",13207,11753,15,96,0,1,,92
2023-12-18T21:05:50+0000,insta_post,Here’s a splash of color for you today! Love what you see? Visit jeanpierreweill.com to shop for last minute gifts for your loved ones ❤️,,128678,1314,8557,110,831,130681,
2023-12-13T17:42:45+0000,insta_post,"Transform your space with art that goes beyond boundaries! 🎨✨ 

Imagine your favorite Petite Collection painting, now 4x larger and hand-painted to perfection.

🌍✈️ Expedited shipping available is now worldwide! Get started at jeanpierreweill.com to bring this enchanting experience to your home.",,79245,351,2799,31,161,75441,
2023-12-11T16:07:46+0000,insta_post,"Three art pieces we’re proud of! 🎨👀

#glasspainting #artstudio #glassart",,18860130,174184,1742977,1862,144120,19091857,
2023-12-07T20:37:01+0000,insta_post,Dive into the beauty of Chanukah with our exclusive Gallery Editions.🕎 🎨 Use code LIGHT2023 at checkout to illuminate your space with a special Hannukah discount. 🌟,,756883,4409,43538,285,3538,763198,
2023-12-04T19:06:24+0000,insta_post,Diving into the surreal world of 3-D paintings at the art studio! 🎨✨ Which masterpiece steals the spotlight for you? Drop your favorite below! 🤩,,135920,1197,6955,63,1181,141834,
2023-11-29T19:52:36+0000,insta_post,Illuminate your space with the glow of art! ✨ Enjoy an exclusive Chanukah sale on our Judaica masterpieces. Use code LIGHT2023 for a special Hannuka discount on Gallery Editions. 🕎🎨,,93566,319,2767,39,232,86319,
2023-11-28T21:08:20+0000,insta_post,🌟 Last call for Black Friday magic! ✨ Dive into our world of art with 10% off the Mini Collection and a 20% off the Petite and Classique collections. 🎁 Don’t miss out – explore jeanpierreweill.com and wrap up the perfect gift for your special someone! ❤️,,147690,1698,7199,72,1113,150108,
2023-11-22T19:26:23+0000,insta_post,"Gratitude is powerful in every circumstance… and we have too much to be grateful for. ❤️

When life feels fragile and precious, whether due to a personal struggle or a national tragedy, gratitude is an anchor. 🫂

As we head into winter, Thanksgiving is an opportunity to connect to what is important and appreciate the relationships that make life rich. 🙏💕

From our family to yours, Happy Thanksgiving! 🫶",16381,15883,84,141,0,2,,23
2023-11-20T23:09:40+0000,insta_post,"We’d like to share with you a project that we’ve been part of over these past few weeks. It’s a website #LetMyChildrenGo and it’s dedicated to the child hostages who were kidnapped and are being held by Hamas.

The site is based on the understanding that art is an expression of life. It is about creativity and openness to possibilities. It is about children who belong at home, with their parents, surrounded by people who love and nurture them. We invite you to create art and share it on the site - to give these children their childhood back.",16944,16063,14,149,4,5,,37
2023-11-16T21:10:45+0000,insta_post,"Watch us unveil our new piece of the ‘Western Wall’ 

Dive into the details to enjoy it fully. 😉 It’s not on the website yet, but stay tuned! 👀",,111819,859,6793,139,844,108497,
2023-11-14T22:14:10+0000,insta_post,"The art of support:

Join us in uplifting Israeli businesses during these challenging times.

Visit ironbusinesses.com and browse Israeli goods and services!

🇮🇱

#israelibusiness #israeliartists #israeliart #glasspainting #3dpainting",,90044,389,2631,102,306,89337,
2023-11-10T16:06:17+0000,insta_post,The Black Friday deals are live! 🎨✨ Take 10% off the Mini Collection and 20% off from the Petite & Classique collections. Shop now at jeanpierreweill.com,,73992,216,1494,7,117,71747,
2023-11-06T16:45:56+0000,insta_post,"Behind the scenes at our art studio, we’re making sure that all your art gifts are being sent out! 

Hop in on the current sale:
Mini - 10% off, Petite and Classique - 20% off, just for you. 🛍️",,61656,115,959,7,45,61049,
2023-11-02T19:20:46+0000,insta_post,"Thank you for your messages of support. Thank you for checking in with us to see if we’re safe. Thank you for checking in with us to see if we’re okay. ❤️

We’re truly touched by the outpouring of positivity and unity in response to the ongoing war. Your comments mean the world to us! Thank you, thank you, thank you. 🫂❤️",10307,9708,5,44,0,0,,22
2023-10-31T15:29:15+0000,insta_post,"Here’s a festive and colorful gift option for someone you love! You can also add a personalization 🖊️🖼️

Get started on your order by visiting www.jeanpierreweill.com 🛒",,83171,893,3171,41,423,84882,
2023-10-30T17:40:08+0000,insta_post,"Two ways you can help support our art studio right now:

FREE:
You can like, comment, save or share our artwork.

PURCHASE:
You can shop your favorite pieces or buy gifts for friends at www.jeanpierreweill.com

Thank you so much!",,67830,429,2815,80,288,70386,
2023-10-25T15:26:02+0000,insta_post,"Black November is coming right up. It’s one of our biggest sale events of the year! 🎨

We pour our hearts into every creation, and we need your support to keep sharing our passion with the world. 🌎🛒

🖼️ Mini Masterpieces - 10% Off 
🖼️ Petite Beauties - 20% Off 
🖼️ Classique Collections - 20% Off 

🗓️ Starting Nov 1st until Nov 30th

Visit our website at jeanpierreweill.com and start shopping for your loved ones ❤️",7607,6969,10,55,0,0,,25
2023-10-20T18:49:19+0000,insta_post,"From our family studio in Israel:

Words usually come easily to me, but not now. 

The concentric circles of connection have condensed and all of Israel feels like a family. We are hurting. 

As we remind ourselves over and over again to breathe, we remember who we are and what we stand for. We believe in respect and dignity for human beings. We believe in the strength and resilience of the spirit. We believe in showing care and coming together. We believe in strength and softness, in courage, wisdom and love.

 May Light shine from our souls and actions, from us as individuals, from our family, our nation, out into the world against the Darkness that is represented, in this moment, by Hamas. 

Shabbat Shalom 💙",,51973,181,1073,23,114,51463,
