id,message,promotion_status,status_type,created_time,properties,post_clicks,post_clicks_by_type,post_impressions,post_impressions_unique,post_impressions_paid,post_impressions_paid_unique,post_impressions_fan,post_impressions_fan_unique,post_impressions_organic,post_impressions_organic_unique,post_impressions_viral,post_impressions_viral_unique,post_impressions_nonviral,post_impressions_nonviral_unique,post_video_avg_time_watched,post_video_complete_views_organic,post_video_complete_views_organic_unique,post_video_complete_views_paid,post_video_complete_views_paid_unique,post_video_retention_graph,post_video_retention_graph_clicked_to_play,post_video_retention_graph_autoplayed,post_video_views_organic,post_video_views_organic_unique,post_video_views_paid,post_video_views,post_video_social_actions_count_unique,post_activity_by_action_type_unique,post_reactions_like_total,post_reactions_love_total,post_reactions_wow_total,post_reactions_haha_total,post_reactions_sorry_total,post_reactions_anger_total,like,share,comment
124319427612935_719452346850473,"A word about motherhood, from Davida…

Through my own motherhood journey, I've gotten a new perspective on the dedication and creativity that my own mother invested in me.

 Our relationships with our children and our relationships with our mothers, like every relationship, are a process. 

The gestures of love we give and receive - a hug, a moment of sharing, a gift - help us remember how central these connections are. 

In honor of mothers everywhere…

All orders will be AUTOMATICALLY updated to EXPEDITED shipping for FREE, until Mother's Day.",inactive,added_photos,2023-05-09T18:10:47+0000,,8,"{'other clicks': 1, 'photo view': 7}",525,500,0,0,387,371,525,500,0,0,525,500,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 4, 'comment': 1}",4,0,0,0,0,0,4,0,1
124319427612935_715935087202199,"We believe that our relationship with you is vital to our creative process. That's why we value staying in touch with you and keeping you updated through our bi-monthly newsletter. 💻📲

As a gesture of our gratitude for joining our studio family, we want to offer you a special 10% discount on our products. Look out for it in your inbox now! ✨",inactive,added_photos,2023-05-04T19:21:23+0000,,3,"{'other clicks': 2, 'photo view': 1}",534,509,0,0,386,362,534,509,0,0,534,509,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 5},5,0,0,0,0,0,5,0,0
124319427612935_711141227681585,"Add color to the space you work in. 🎨 

When our space is beautiful, we are more inclined to take care of it. We are more creative, more able to learn, and more connected to our sense of wellbeing. ✨

Buy 3 Mini 3D paintings on glass and get the 4th FREE with discount code SMILE. This weekend only, using the discount code: SMILE

Starts on Friday, April 28 at 9:00 am EST, until Monday, May 1, 2023. 🗓️

Visit our website and find beautiful art pieces: jeanpierreweill.com 🛒",inactive,added_photos,2023-04-28T13:28:32+0000,,11,"{'other clicks': 1, 'photo view': 6, 'link clicks': 4}",570,551,0,0,402,390,570,551,0,0,570,551,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 6},6,0,0,0,0,0,6,0,0
124319427612935_705566218239086,"Thursday on the studio - where every stroke of the brush is a step towards bringing art to life. Join us in our creative space and immerse yourself in the beauty of glass paintings. ✨🎨

We love having people come just to enjoy and experience the art but we also have special offers for studio visitors. 🙋🏻‍♂️🙋🏻‍♀️

You'll be greeted with coffee, and there are beautiful hikes in the area if you're interested in making a full day out of it! ☕️",inactive,added_photos,2023-04-20T23:59:54+0000,,21,"{'other clicks': 3, 'photo view': 18}",823,766,0,0,596,572,823,766,0,0,823,766,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 15, 'comment': 1}",17,5,1,0,0,0,23,0,2
124319427612935_698930795569295,"The Kotel represents the shared history and future that bind us together as a people, no matter how different we are as individuals. 

The three-dimensionality of this painting capitalizes on the perspective of the wall moving into the distance as the words “Hear O Israel” dance in the heavens, a testament to the Oneness that is the source of everything. 

Remembering the Temple is a theme that is interwoven through Jewish ritual life. This art piece could serve as a reminder of our connectedness, and prioritizing the things that are most important as we go about our day-to-day lives.

Shipping is free wherever you are. 🌎",inactive,added_photos,2023-04-11T15:27:54+0000,,34,"{'other clicks': 9, 'photo view': 25}",1027,915,0,0,819,710,1027,915,0,0,1027,915,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 28, 'comment': 4}",22,7,0,0,0,0,29,0,5
124319427612935_694781875984187,"Pablo Picasso, inspiring personal growth.40 years ago, on April 8, Picasso passed away. In Judaism, the anniversary of someone’s death is an opportunity to celebrate their life. 

This weekend get $1,500 off two paintings inspired by the greatest artists of the 20th century, using discount code: Picasso. 

 “Everything”, he said, “Everything you can imagine is real”. May we have the courage to see the real opportunities born in our imagination. 

Visit our website: jeanpierreweill.com 🛒",inactive,added_photos,2023-04-05T16:40:02+0000,,43,"{'other clicks': 3, 'photo view': 21, 'link clicks': 19}",1267,1238,0,0,1005,974,1267,1238,4,4,1263,1232,,0,0,0,0,{},{},{},0,0,0,0,0,"{'share': 1, 'like': 14}",14,1,0,0,0,0,15,1,0
124319427612935_689265189869189,"Spring has sprung in our art studio, and our glass paintings are blooming with color 🌷🎨",inactive,added_photos,2023-03-28T16:17:15+0000,,150,"{'other clicks': 45, 'photo view': 105}",2843,2784,0,0,1840,1830,2843,2784,6,6,2837,2772,,0,0,0,0,{},{},{},0,0,0,0,0,"{'share': 2, 'like': 79, 'comment': 7}",72,17,2,0,0,0,91,2,10
124319427612935_683789643750077,"Move things around to get a fresh perspective. The days are getting longer and sunnier. The desert landscape around us is green from the winter rains. 🌳

This week, just for you! Get 20$ off our entire Petite Collection with the discount code SPRING23.

Let your spring cleaning (slash pesach prep) inspire you to refresh your home and office with new artwork. 🌻

And remember, shipping is free wherever you are! 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",inactive,added_photos,2023-03-21T20:13:53+0000,,14,"{'other clicks': 2, 'photo view': 12}",718,689,0,0,558,531,718,689,0,0,718,689,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 17},10,7,0,0,0,0,17,0,0
124319427612935_669053885223653,"Introducing our latest creation from the studio! This vibrant art piece is part of our Mini Collection! 🎨

Say hello to Jaffa, the city of sun and water that  holds the charm of the ancient and the vibrancy of the modern. ⛵️

May the wash of the sea and the beauty of antiquity bring peace to your heart. ✨

Shipping is free wherever you are! 🌎

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",inactive,added_photos,2023-03-02T16:34:21+0000,,78,"{'other clicks': 29, 'photo view': 49}",1422,1372,0,0,1205,1159,1422,1372,1229,1223,193,182,,0,0,0,0,{},{},{},0,0,0,0,0,"{'share': 1, 'like': 64, 'comment': 5}",50,15,0,0,0,0,65,1,6
124319427612935_667254458736929,"We can imagine that since the creation of the Café, the coffee shop is a place where lovers meet and friendships grow ☺️.

An invitation to a friend for some coffee, is a way of inviting them to build a deeper connection ☕️.

“Cafe D’artistes”  is inspired by Vincent Van Gogh’s Cafe Terrace at Night 🌙. 

Remember that shipping is free wherever you are! 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",inactive,added_photos,2023-02-28T19:06:13+0000,,179,"{'other clicks': 65, 'photo view': 114}",2619,2332,0,0,1926,1621,2619,2332,2405,2130,214,203,,0,0,0,0,{},{},{},0,0,0,0,0,"{'share': 2, 'like': 56, 'comment': 8}",34,25,0,0,0,0,59,4,8
124319427612935_655393429923032,"Happy Valentine's Day to all our followers! May love, color and happiness be with you day after day. 💕 
 
#jeanpierreweill #glasspainting #artwork #artfamily #artstudio #valentinesday",inactive,added_photos,2023-02-14T18:15:28+0000,,12,"{'other clicks': 8, 'photo view': 4}",1063,1011,0,0,857,817,1063,1011,885,863,178,172,,0,0,0,0,{},{},{},0,0,0,0,0,"{'share': 2, 'like': 24, 'comment': 1}",17,7,0,0,0,0,24,3,1
124319427612935_651031650359210,"Whose presence makes your heart flutter? Who makes you feel warm in your heart? Who holds the safety of love for you? 💕 

This February is a wonderful time to remind them how you feel. Use discount code Love20 and when you buy 2 art pieces, you get 20% OFF everything. 🎁 

Visit our website: jeanpierreweill.com 

Shipping is free wherever you are! 🗺️ 

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",inactive,added_photos,2023-02-09T20:16:59+0000,,41,"{'other clicks': 13, 'photo view': 16, 'link clicks': 12}",887,829,0,0,689,642,887,829,724,695,163,159,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 19, 'comment': 1}",15,4,0,0,0,0,19,0,1
124319427612935_643153021147073,"Just one of many pieces on sale for Valentine's Day, this is ""Beginnings"". 💕 

A walk outdoors is an opportunity to remember how precious life is, how dynamic, how full of possibilities. It is the perfect time to fall in love.

Make the most of this occasion to thank someone you love for walking with you 🎁 

Use our discount code Love20 and buy any two 3d paintings on glass and get 20% off your entire purchase.

Shipping is free to wherever you are! Visit our website to find art perfect for you. 🛒 

#jeanpierreweill #glasspainting #artfamily #artstudio #artwork",inactive,added_video,2023-01-31T19:40:44+0000,"[{'name': 'Length', 'text': '00:17'}]",98,"{'video play': 64, 'other clicks': 34}",886,795,0,0,468,412,886,795,391,343,495,476,6210.0,96,91,0,0,"{'0': 0.9919, '1': 0.9946, '2': 0.9946, '3': 0.9946, '4': 0.9407, '5': 0.8221, '6': 0.7224, '7': 0.6658, '8': 0.6361, '9': 0.6199, '10': 0.6038, '11': 0.5687, '12': 0.5283, '13': 0.4933, '14': 0.4367, '15': 0.3774, '16': 0.3396, '17': 0.3154, '18': 0.2803, '19': 0.2507, '20': 0.2372}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 0.9677, '6': 0.8387, '7': 0.8387, '8': 0.8387, '9': 0.8387, '10': 0.8387, '11': 0.7742, '12': 0.7742, '13': 0.7742, '14': 0.7419, '15': 0.6774, '16': 0.6129, '17': 0.5484, '18': 0.4839, '19': 0.4516, '20': 0.4194}","{'0': 0.9912, '1': 0.9941, '2': 0.9941, '3': 0.9941, '4': 0.9353, '5': 0.8088, '6': 0.7118, '7': 0.65, '8': 0.6176, '9': 0.6, '10': 0.5824, '11': 0.55, '12': 0.5059, '13': 0.4676, '14': 0.4088, '15': 0.35, '16': 0.3147, '17': 0.2941, '18': 0.2618, '19': 0.2324, '20': 0.2206}",371,349,0,371,18,"{'like': 17, 'comment': 2}",12,6,0,0,0,0,18,0,2
124319427612935_638875328241509,"In the studio here we’re already preparing all your gifts for Valentine's Day! Have you already ordered your present yet? 🎨

Visit our website and find the best one for your loved one.

Shipping is free anywhere in the world. 🛒🌎

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",inactive,added_photos,2023-01-26T23:39:13+0000,,35,"{'other clicks': 24, 'photo view': 11}",1255,1198,0,0,1004,951,1255,1198,1101,1068,154,144,,0,0,0,0,{},{},{},0,0,0,0,0,"{'share': 1, 'like': 37, 'comment': 2}",27,10,0,0,0,0,37,1,2
124319427612935_633498598779182,"Because relationships matter, knowing how to show love for others and care for yourself is an art of its own. This Valentine’s Day, give yourself and your loved one the gift of art. 🎨 

Use discount code Love20 for 20% off when you buy two of our art pieces. 💕 

Visit our website and find that special gift. Link is in our bio. 🛒 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",inactive,added_photos,2023-01-20T15:28:40+0000,,16,"{'other clicks': 9, 'photo view': 7}",699,667,0,0,523,497,699,667,553,538,146,138,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 6},5,1,0,0,0,0,6,0,0
124319427612935_631850245610684,"Juno joins us in the studio when it's too rainy to be outdoors. She brings a cheerful, tail-wagging hominess to the studio on wintry days ⛈️

#jeanpierreweill #artwork #artstudio #artfamily",inactive,added_photos,2023-01-18T15:52:52+0000,,23,"{'other clicks': 21, 'photo view': 2}",1328,1275,0,0,1079,1038,1328,1275,1194,1166,134,129,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 66, 'comment': 5}",34,33,0,0,0,0,66,0,5
124319427612935_630969385698770,"It's looking to be a beautiful year, and we're revelling in art and color with new surprises on the way! 🎨 

Can you guess the name of this coming-soon painting? 👀 

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",inactive,added_video,2023-01-17T21:14:47+0000,"[{'name': 'Length', 'text': '00:14'}]",26,"{'video play': 15, 'other clicks': 11}",785,738,0,0,369,333,785,738,303,270,482,476,5179.0,68,64,0,0,"{'0': 0.9914, '1': 0.9914, '2': 1, '3': 0.9914, '4': 0.9485, '5': 0.8326, '6': 0.7468, '7': 0.6567, '8': 0.588, '9': 0.4764, '10': 0.4378, '11': 0.4077, '12': 0.3948, '13': 0.3691, '14': 0.3348, '15': 0.3176, '16': 0.2876}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 0.9474, '5': 0.8421, '6': 0.7895, '7': 0.6316, '8': 0.4737, '9': 0.4737, '10': 0.4737, '11': 0.4737, '12': 0.4737, '13': 0.4211, '14': 0.4211, '15': 0.4211, '16': 0.4211}","{'0': 0.986, '1': 0.986, '2': 0.9953, '3': 0.986, '4': 0.9442, '5': 0.8279, '6': 0.7395, '7': 0.6558, '8': 0.5953, '9': 0.4744, '10': 0.4326, '11': 0.4, '12': 0.386, '13': 0.3628, '14': 0.3256, '15': 0.307, '16': 0.2744}",233,204,0,233,14,{'like': 14},12,3,0,0,0,0,15,0,0
124319427612935_625664619562580,"Art and music moves our hearts.
 
Undoubtedly, both art and music are constantly present in our lives. For that reason, we have created unique pieces for those music lovers, representing the passion they feel with the different notes, rhythms and sounds. 
 
Visit our website!
 
#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",inactive,added_photos,2023-01-11T20:33:01+0000,,9,"{'other clicks': 3, 'photo view': 6}",909,858,0,0,715,679,909,858,792,762,117,114,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 15},12,3,0,0,0,0,15,0,0
124319427612935_615810117214697,"The Jean Pierre Weill Studios team wishes you a Happy New Year! ✨ 

#jeanpierreweill #artfamily #artwork #artstudio #glasspainting",inactive,added_photos,2022-12-30T16:38:59+0000,,38,"{'other clicks': 20, 'photo view': 18}",1121,1071,0,0,888,852,1121,1071,1009,988,112,109,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 29, 'comment': 2}",21,10,0,0,0,0,31,0,2
124319427612935_608863541242688,"Thank you for supporting our art studio. We hope that during this time, you can be surrounded by the ones you love the most. 

Happy Holidays. ✨ 

- Jean Pierre Weill Studio. 🎨 

#jeanpierreweill #glasspainting #artstudio #artwork #artfamily",inactive,added_photos,2022-12-22T22:25:22+0000,,21,"{'other clicks': 16, 'photo view': 5}",1274,1245,0,0,855,834,1274,1245,1166,1164,108,105,,0,0,0,0,{},{},{},0,0,0,0,0,"{'like': 30, 'comment': 4}",24,6,0,0,0,0,30,0,4
124319427612935_606852768110432,"We have a surprise for you! 🎁 
 
We know how important it is for you to show your loved ones how much you love them. For that reason, we have decided to discount our Petite and Classique Collection with 15% off. 🎄 
 
Visit our website now and find the best gift.
 
Only between December 22nd and 26th.
 
Link in our Bio! 🛒 
 
#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",inactive,added_photos,2022-12-20T19:05:48+0000,,4,"{'other clicks': 1, 'photo view': 3}",498,473,0,0,351,328,498,473,396,378,102,100,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 2},2,0,0,0,0,0,2,0,0
124319427612935_602643068531402,"This is the time of year in which we celebrate light. Light is a symbol of hope and clarity. 
 
Our inner light intensifies when we acknowledge and honor it. ✨ 
 
Honor the loved ones in your life this holiday season by giving them art. For this reason, our Classique Collection is 35% OFF using the code LIGHT35, only this weekend.
 
Shipping is free wherever you are, visit our website: jeanpierreweill.com 🛒 
 
Happy Holidays! 🎄 
 
#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",inactive,added_photos,2022-12-16T15:13:48+0000,,20,"{'other clicks': 5, 'photo view': 6, 'link clicks': 9}",900,828,0,0,454,415,900,828,798,746,102,99,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 8},8,0,0,0,0,0,8,0,0
124319427612935_592549299540779,"Creative minds are at work here!
 
Our studio is where we get to be creative and have fun while working together. It's our safe space where ideas flow and we can do what we love most—create!
 
#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",inactive,added_photos,2022-12-06T17:10:27+0000,,164,"{'other clicks': 35, 'photo view': 129}",2546,2313,0,0,2054,1782,2546,2313,2441,2228,105,99,,0,0,0,0,{},{},{},0,0,0,0,0,"{'share': 1, 'like': 65}",48,18,2,0,0,0,67,1,0
124319427612935_588123049983404,"Colorful and vibrant, our paintings are full of insight and emotion. 🖌️ 

Follow us to watch the process and see each brushstroke turn into a masterpiece. ✨

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",inactive,added_photos,2022-12-01T16:40:00+0000,,47,"{'other clicks': 26, 'photo view': 20, 'link clicks': 1}",1653,1562,0,0,1272,1214,1653,1562,1535,1485,118,111,,0,0,0,0,{},{},{},0,0,0,0,0,"{'share': 2, 'like': 45, 'comment': 1}",35,10,0,0,0,0,45,3,1
